X,y,tipe
0.4905603384364125,3.5641960109739665,data1
0.5808619998107286,3.883282743277465,data1
0.7776265066282257,4.485466532389588,data1
0.19349818718304346,2.715007938663742,data1
0.28482970174802,2.5035598499191125,data1
0.7496218403783383,3.9306157814943634,data1
0.7184653619669888,3.501864225632117,data1
0.5424944550105318,3.8325444111582057,data1
0.21519716407621212,2.629020295503669,data1
0.6442793035058471,4.0571228812660065,data1
0.7954818043642409,4.258578631930094,data1
0.2805186623287491,2.8201300503482183,data1
0.8951813493421943,4.219828946800578,data1
0.7043873542515653,3.811218053587548,data1
0.4157113638745872,3.4896975024103627,data1
0.924548656468804,4.5714555848380725,data1
0.07954826980843965,2.455890647214685,data1
0.16348698101580586,1.7599718340249169,data1
0.038909500663096286,1.9400529314444408,data1
0.17937804036531213,3.075817650041886,data1
0.13819772223794047,2.199675759613684,data1
0.2129091696278632,1.8037545806837665,data1
0.3265631336142162,2.629495050160505,data1
0.4411281655107256,2.729730584723,data1
0.8602172624246857,4.313108203405397,data1
0.6454801404374043,3.3440332863653683,data1
0.13768013595268447,2.024143543546883,data1
0.02546205517733935,1.8223271788029616,data1
0.01433329803160921,2.443075587562768,data1
0.8478626550246466,4.637357435112066,data1
0.7259068811158891,3.6938948238936584,data1
0.5806303647261449,3.6996832624023273,data1
0.0910185122079218,2.3210361728245084,data1
0.8426160732986999,4.967093111173497,data1
0.9620107091988728,3.9788069501454335,data1
0.05891519418010481,2.387216966125309,data1
0.5917845918340486,3.592048381206215,data1
0.352150803252695,2.3266553193588035,data1
0.09145133588532096,2.575802962769793,data1
0.03271788587937596,2.1758611459519126,data1
0.8867228447237366,4.205696957231674,data1
0.6064191130892085,3.258410969605695,data1
0.6431393159706947,3.3150100722381155,data1
0.6054649871848183,3.3004221190493253,data1
0.048380381308847364,1.6133335017049548,data1
0.2621776348678664,2.809363145013891,data1
0.7669118596080129,5.0652480984834405,data1
0.011962414921445341,1.6179667764401109,data1
0.0853678565167929,2.182295605967733,data1
0.7838511089612111,4.2729075052972485,data1
0.07562735922995445,2.123854624524642,data1
0.1360629491150348,1.5955308072903898,data1
0.8388029560970846,4.814885455594042,data1
0.6658610325351122,3.6967483591999035,data1
0.37962626272374544,2.985726880888109,data1
0.4831022679603128,3.200178497085417,data1
0.7222611996345557,3.6205574395404336,data1
0.4845672880709134,3.2146522242046,data1
0.16804056701318648,2.209396142391621,data1
0.33795940427464644,3.2479125304132785,data1
0.3070655513770173,2.8271464011924694,data1
0.06537953712327517,1.7319883321599188,data1
0.6568755707088609,3.722472197697953,data1
0.6917346261387252,4.0165091988707085,data1
0.8164089695583986,4.720543923121099,data1
0.6595158772056642,4.1045211223908025,data1
0.32563986010584456,2.30622283194246,data1
0.6814779702041993,3.9647501737820026,data1
0.033968755452510664,2.2518178822224244,data1
0.4622731347715136,2.467079995291384,data1
0.15731413680523046,3.1000741313471125,data1
0.4218381600168254,2.7704029692350907,data1
0.8669680680889597,3.9993905199031694,data1
0.594138578028901,3.645075387689273,data1
0.5387157969602939,3.5830464247390323,data1
0.32556989270569225,2.6661623936440866,data1
0.4852304001423781,3.380017460917211,data1
0.5581376294089024,3.971193818655805,data1
0.7364885209223315,3.539429630482785,data1
0.3027999191692713,3.258590135160169,data1
0.31308337835861244,2.6801418209266523,data1
0.19826022094173604,2.9249898973935715,data1
0.2864059824888209,1.7503554396355383,data1
0.3212368442315401,2.8613030797132755,data1
0.1845864771591645,2.853991009005378,data1
0.9236934752904041,5.118500463249422,data1
0.18105443869137786,2.023216262315844,data1
0.08600696251166573,2.086268444062777,data1
0.9810035938948252,4.879663648664889,data1
0.5893969259830688,4.132872808023558,data1
0.5663176554298772,3.4226641797765045,data1
0.3991670189202677,2.6229656666171004,data1
0.4250366583874548,3.9458179591260474,data1
0.16156755764925268,2.1460592623387877,data1
0.1649499560630414,2.5101703614949518,data1
0.6553369940927121,3.4273997599714114,data1
0.1945259204040337,1.7206788754671851,data1
0.5848053673561976,3.6084023453560095,data1
0.8034271081457818,4.398493712905794,data1
0.042174895913821515,1.5730983007951034,data1
0.08728029367100654,0.8463310971097503,data2
0.6738685954890564,1.8884076679774688,data2
0.4654827566362654,2.1075524255502507,data2
0.8597736250464716,2.459688628327041,data2
0.3754583545119927,1.8540249916514973,data2
0.10437423117593714,1.2604965552837415,data2
0.2328202972983463,0.8658095972929207,data2
0.8570709460809012,2.083764943056488,data2
0.7328906720255287,2.3438627768544755,data2
0.3932104807085993,1.783443928336664,data2
0.8603423094551884,2.8577632445449503,data2
0.1347994868685779,1.8870967854563707,data2
0.6296399687641306,1.7917285325616907,data2
0.8763069657137017,3.218726353814879,data2
0.9226909691433172,3.072122818160518,data2
0.6465532411349836,1.7592926467540302,data2
0.5426110605395782,1.3739795492889266,data2
0.2376489610911107,1.6550827780464052,data2
0.5306311740586966,2.077146723411494,data2
0.04813019214633396,0.5159931907318199,data2
0.31941737023524697,2.0780497947029017,data2
0.14238391953481344,1.5926026936607751,data2
0.6704040741444022,2.437286340606021,data2
0.15311803103045496,0.9483710783273896,data2
0.7728655011499971,2.2377866713550407,data2
0.7994849744499716,2.275086936112626,data2
0.4414078342967531,2.5362256173071924,data2
0.9889393215468886,2.7234125246109797,data2
0.3124160643148278,1.6889190432976982,data2
0.8076704043659279,2.7318281366138595,data2
0.5975637108461179,2.398189776363496,data2
0.34728136994141856,0.9605820646242256,data2
0.14464093577331186,1.2689003666532146,data2
0.4811605855188321,2.3643878414904496,data2
0.6638103507370928,1.533830229319753,data2
0.05692139497918625,1.0452383682561122,data2
0.13792694172363595,0.8835166571580557,data2
0.7803990844660583,2.136502793573718,data2
0.9846945491631809,2.656769103275203,data2
0.3509928177498031,0.8830762657967575,data2
0.7649856429229803,1.8971727905170102,data2
0.4386127388057388,1.805070882056877,data2
0.2346761747035635,1.4543505017946368,data2
0.7637798792488317,2.3001987373548958,data2
0.09697953287818127,1.2945777872231945,data2
0.2013167946523945,0.9597673865900354,data2
0.1934909217934111,1.8807616179516105,data2
0.9429961309769452,2.4233871557334177,data2
0.5798262817064809,1.998198166726383,data2
0.10552916237678678,1.170172801231552,data2
0.6845416746292068,1.8270184242467145,data2
0.1897614472940572,0.8260207765787579,data2
0.8211685544772358,2.192467066563397,data2
0.910390927041514,1.5841117435672247,data2
0.3370446368123826,1.873020649971392,data2
0.183866560198353,0.6409705303179083,data2
0.8452400789751637,1.845752903555028,data2
0.613852944087121,2.0160180809015986,data2
0.3498861816203196,1.3420157846130505,data2
0.3609664914040008,1.5520376352069172,data2
0.7389879959265117,1.8473597336398124,data2
0.3807685041931825,1.5399608183410705,data2
0.9127075908867984,2.919673818679932,data2
0.03902291384039936,0.34614939272182554,data2
0.002470410997155059,0.9614854606808269,data2
0.9838578570726352,2.7154341325780584,data2
0.6350549676363096,3.207753691563406,data2
0.333497141524563,1.5669574892720175,data2
0.16100182241872452,1.219204135615357,data2
0.5255748008995103,2.4212145047892872,data2
0.8353730144617598,3.3534230723537584,data2
0.6514832537453321,1.4277729289566643,data2
0.9283555440934622,2.8588401071305842,data2
0.45030219418910206,1.3489204623132558,data2
0.5781168834202838,2.2050918805871693,data2
0.9808510110085136,2.7089550523584736,data2
0.010626715366114148,0.7343082504378994,data2
0.1847274748173987,0.6409870176484327,data2
0.6167522505831863,2.1243559391119144,data2
0.8468357438797702,3.695030917364357,data2
0.17386334745976373,1.226008075520208,data2
0.8734267854454576,2.5788492145888955,data2
0.3045860725013788,1.3873815837279768,data2
0.016792196287641503,0.39232647536258797,data2
0.625644970660604,1.7794347680982816,data2
0.633080568482069,2.381442336921204,data2
0.8475267485585191,2.1546894643691137,data2
0.23665443419029555,1.6115611497121984,data2
0.7436408839993259,1.9846196282071584,data2
0.06356011746880907,0.6621086570077581,data2
0.4012387840985807,2.2115250940763955,data2
0.4862471988269216,1.9608021659303896,data2
0.33936535056831485,1.3692739925456654,data2
0.3361690003328659,1.3095932350800823,data2
0.6368523262594468,1.9379782606285836,data2
0.4734807742502259,1.7235867948682606,data2
0.5170860280868126,1.8125116253867857,data2
0.2158258637902385,1.1636782492536877,data2
0.9728252574469012,3.010106934477471,data2
0.016298474307714583,0.5064609278367747,data2
